Volume,Page,Sheet Type,Decade,Country,County,Subdivision,Transcribed Location,Year count,Start Year,Summary,Readings,100s+999s,% Complete,First Reading,Last Reading,Totals count,Totals 100s+999s,Avg Total,CSV Issues,Site Name,NGR,Latitude,Longitude,Elevation (ft),Stn no.,Observer,Comments
TYRain_1880-1889_01_pt3,138,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,BAGSHOT COLLINGWOOD,10,1880,[......####],48,0,40,1886/01,1889/12,3,0,23.9,,BAGSHOT-COLLINGWOOD,SU 896616,51.346,-0.715,396,,J Bryan,"NGR is Collingwood. Altitudes match. Gauge moved 500 yards southwards in Sept 1886, separate csv for 8 or 9 months?"
TYRain_1880-1889_01_pt3,142,Rainfall,1880s,England,Surrey,Surrey-stayed-Surrey,VIRGINIA WATER NORTHLANDS,10,1880,[.....####.],48,0,40,1885/01,1888/12,4,0,25.4,,VIRGINIA-WATER-NORTHLANDS,SU 992702,51.422,-0.575,,,Ashby,
TYRain_1880-1889_02_pt1,16,Rainfall,1880s,England,Kent,Kent-stayed-Kent,FOLKESTONE TRINITY VICARAGE,10,1880,[9.........],9,0,7.5,1880/01,1880/09,0,0,,,FOLKESTONE-TRINITY-VICARAGE,TR 218355,51.076,1.165,160,,Taylor,
TYRain_1880-1889_02_pt1,21,Rainfall,1880s,England,Kent,Kent-stayed-Kent,THE DOVER STATION,10,1880,[####......],48,0,40,1880/01,1883/12,4,0,26.4,,DOVER-TOWN-STATION,TR 317403,51.115,1.310,46,,Met Council,Daily Weather Report station
TYRain_1880-1889_02_pt1,23,Rainfall,1880s,England,Kent,Kent-stayed-Kent,DOVER RANDOLPH GARDENS,10,1880,[.......6##],30,0,25,1887/07,1889/12,2,0,28.6,,DOVER-RANDOLPH-GARDENS,TR 305421,51.132,1.293,,,,
TYRain_1880-1889_02_pt1,32,Rainfall,1880s,England,Kent,Kent-stayed-Kent,SHEPHERDSWELL HAZLINGDANE,10,1880,[.........#],12,0,10,1889/01,1889/12,1,0,27.5,,SHEPHERDSWELL-HAZLINGDANE,TR 267481,51.187,1.243,,,,
TYRain_1880-1889_02_pt1,34,Rainfall,1880s,England,Kent,Kent-stayed-Kent,DEAL ROSWAY,10,1880,[......#...],12,0,10,1886/01,1886/12,1,0,24.1,,DEAL-ROSWAY,TR 375541,51.237,1.401,,,,
TYRain_1880-1889_02_pt1,37,Rainfall,1880s,England,Kent,Kent-stayed-Kent,DEAL BETTESHANGER,10,1880,[T.........],0,0,0,,,1,0,41.0,,DEAL-BETTESHANGER,TR 311525,51.225,1.308,,,,
TYRain_1880-1889_02_pt1,61,Rainfall,1880s,England,Kent,Kent-stayed-Kent,MILSTED,10,1880,[...3......],3,0,2.5,1883/09,1883/11,0,0,,,SITTINGBOURNE-MILSTEAD,TQ 902588,51.297,0.727,,,,
TYRain_1880-1889_02_pt1,64,Rainfall,1880s,England,Kent,Kent-stayed-Kent,HERNHILL FAVERSHAM,10,1880,[###.......],36,0,30,1880/01,1882/12,3,0,28.8,,FAVERSHAM-HERNHILL,TR 065606,51.307,0.961,,,,
TYRain_1880-1889_02_pt1,65,Rainfall,1880s,England,Kent,Kent-stayed-Kent,SITTINGBOURNE RODMERSHAM,10,1880,[....##8#..],44,0,36.7,1884/01,1887/12,3,0,22.5,,SITTINGBOURNE-RODMERSHAM,TQ 927619,51.324,0.764,,,,
TYRain_1880-1889_02_pt1,67,Rainfall,1880s,England,Kent,Kent-stayed-Kent,FAVERSHAM OARE,10,1880,[...4##....],28,0,23.3,1883/03,1885/12,2,0,19.0,,FAVERSHAM-OARE,TR 008634,51.334,0.881,,,,
TYRain_1880-1889_02_pt1,69,Rainfall,1880s,England,Kent,Kent-stayed-Kent,WHITSTABLE SESALTRE VIC,10,1880,[.....4....],4,0,3.3,1885/09,1885/12,0,0,,,WHITSTABLE-SEASALTER-VICARAGE,TR 090646,51.342,0.999,,,,
TYRain_1880-1889_02_pt1,70,Rainfall,1880s,England,Kent,Kent-stayed-Kent,WHITSTABLE,10,1880,[....8.....],8,0,6.7,1884/03,1884/10,0,0,,,WHITSTABLE,TR 107665,51.358,1.025,,,,
TYRain_1880-1889_02_pt1,75,Rainfall,1880s,England,Kent,Kent-stayed-Kent,QUEENBOROUGH,10,1880,[....4.....],4,0,3.3,1884/02,1884/05,0,0,,,SHEPPEY-QUEENBOROUGH,TQ 906723,51.418,0.740,4,,Mercer,(QU correct)
TYRain_1880-1889_02_pt1,94,Rainfall,1880s,England,Kent,Kent-stayed-Kent,TUNBRIDGE CLARE HOUSE,10,1880,[..9##.....],33,1,27.5,1882/01,1884/12,3,0,25.8,,TONBRIDGE-CLARE-HOUSE,TQ 586472,51.202,0.269,,,,
TYRain_1880-1889_02_pt1,95,Rainfall,1880s,England,Kent,Kent-stayed-Kent,TONBRIDGE,10,1880,[.....4....],4,0,3.3,1885/01,1885/04,0,0,,,TONBRIDGE-PARKER,TQ 592467,51.197,0.277,,,,
TYRain_1880-1889_02_pt1,97,Rainfall,1880s,England,Kent,Kent-stayed-Kent,HADLOW TUNBRIDGE,10,1880,[##5#......],41,0,34.2,1880/01,1883/12,4,0,24.6,,HADLOW,TQ 634501,51.227,0.339,,,Lady Yardley,
TYRain_1880-1889_02_pt1,108,Rainfall,1880s,England,Kent,Kent-stayed-Kent,MAIDSTONE MUSEUM,10,1880,[.###......],34,0,28.3,1881/01,1883/10,2,0,26.0,,MAIDSTONE-MUSEUM,TQ 759560,51.276,0.521,,,,
TYRain_1880-1889_02_pt1,111,Rainfall,1880s,England,Kent,Kent-stayed-Kent,WROTHAM THE ELMS,10,1880,[...1###9..],46,0,38.3,1883/12,1887/09,3,0,26.5,,WROTHAM-THE-ELMS,TQ 610590,51.307,0.308,,,,
TYRain_1880-1889_02_pt1,115,Rainfall,1880s,England,Kent,Kent-stayed-Kent,RAINHAM,10,1880,[...4#.....],15,0,12.5,1883/09,1884/11,0,0,,,RAINHAM,TQ 799663,51.367,0.583,,,,
TYRain_1880-1889_02_pt1,117,Rainfall,1880s,England,Kent,Kent-stayed-Kent,SEVENOAKS ROSEFIELD,10,1880,[...#......],12,0,10,1883/01,1883/12,1,0,24.1,,SEVENOAKS-ROSEFIELD,TQ 527549,51.273,0.188,,,,
TYRain_1880-1889_02_pt1,118,Rainfall,1880s,England,Kent,Kent-stayed-Kent,ROCKDALE SEVEN OAKS,10,1880,[###8......],44,0,36.7,1880/01,1883/08,3,0,29.1,,SEVENOAKS-ROCKDALE,TQ 529544,51.268,0.190,,,,
TYRain_1880-1889_02_pt1,135,Rainfall,1880s,England,Kent,Kent-stayed-Kent,HAYES COMMON (THE OAST HOUSE),10,1880,[...##.....],24,0,20,1883/01,1884/12,2,0,17.9,,HAYES-COMMON-THE-OAST-HOUSE,TQ 409650,51.367,0.023,,,Lord Cecil,
TYRain_1880-1889_02_pt1,137,Rainfall,1880s,England,Kent,Kent-stayed-Kent,HAYES COMMON,10,1880,[....###...],36,0,30,1884/01,1886/12,3,0,25.9,,HAYES-COMMON,TQ 407655,51.371,0.020,289,,Hill,
TYRain_1880-1889_02_pt1,139,Rainfall,1880s,England,Kent,Kent-stayed-Kent,SWANLEY,10,1880,[.....45...],9,0,7.5,1885/09,1886/05,0,0,,,SWANLEY,TQ 527697,51.406,0.194,,,,
TYRain_1880-1889_02_pt1,152,Rainfall,1880s,England,Kent,Kent-stayed-Kent,DARTFORD FARMINGHAM HILL,10,1880,[.........6],6,0,5,1889/07,1889/12,0,0,,,DARTFORD-FARNINGHAM-HILL,TQ 537675,51.386,0.207,,,,
TYRain_1880-1889_02_pt1,155,Rainfall,1880s,England,Kent,Kent-stayed-Kent,ROCHESTER HIGHAM,10,1880,[...###....],36,0,30,1883/01,1885/12,3,0,19.2,,HIGHAM,TQ 714698,51.401,0.463,90,,,
TYRain_1880-1889_02_pt1,157,Rainfall,1880s,England,Kent,Kent-stayed-Kent,ERITH LESNES HEATH,10,1880,[...5......],5,0,4.2,1883/01,1883/05,0,0,,,ERITH-LESSNESS-HEATH,TQ 489782,51.483,0.143,,,,
TYRain_1880-1889_02_pt1,158,Rainfall,1880s,England,Kent,Kent-stayed-Kent,ERITH BELVEDERE,10,1880,[....3#....],15,0,12.5,1884/10,1885/12,1,0,22.9,,ERITH-BELVEDERE,TQ 493781,51.482,0.149,,,,
TYRain_1880-1889_02_pt2,7,Rainfall,1880s,England,Sussex,-,FUNTINGTON RATHAM,10,1880,[........##],22,0,18.3,1888/03,1889/12,1,0,25.4,,FUNTINGTON-RATHAM,SU 8119206375,50.851,-0.848,,,,
TYRain_1880-1889_02_pt2,39,Rainfall,1880s,England,Sussex,-,RUSTINGTON LITTLEHAMPTON,10,1880,[#.........],10,1,8.3,1880/03,1880/12,1,0,30.5,,RUSTINGTON,TQ 060025,50.812,-0.497,,,,
TYRain_1880-1889_02_pt2,45,Rainfall,1880s,England,Sussex,-,WORTHING INFIRMARY,10,1880,[........##],24,0,20,1888/01,1889/12,2,0,24.6,,WORTHING-INFIRMARY,TQ 153030,50.815,-0.365,22,,Harris,
TYRain_1880-1889_02_pt2,63,Rainfall,1880s,England,Sussex,-,BURGESS HILL,10,1880,[....##2...],25,0,20.8,1884/01,1886/02,2,0,26.3,,BURGESS-HILL-DINES,TQ 316187,50.953,-0.128,145,,Dines,GR-centred-on-village
TYRain_1880-1889_02_pt2,89,Rainfall,1880s,England,Sussex,-,BIRLING GAP COASTGUARD STATION,10,1880,[.......###],36,0,30,1887/01,1889/12,3,0,23.9,,BIRLING-GAP-COASTGUARD-STATION,TV 554959,50.742,0.201,,,,
TYRain_1880-1889_02_pt2,90,Rainfall,1880s,England,Sussex,-,CAVENDISH PLACE EASTBOURNE,10,1880,[#4........],16,0,13.3,1880/01,1881/04,1,0,33.9,,EASTBOURNE-CAVENDISH-PLACE,TV 616990,50.768,0.290,,,,
TYRain_1880-1889_02_pt2,105,Rainfall,1880s,England,Sussex,-,HASTINGS GLENLEIGH,10,1880,[T.........],0,0,0,,,1,0,31.0,,HASTINGS-GLENLEIGH,TQ 804095,50.857,0.562,,,M-R-Dixon,GR-centred-on-village
TYRain_1880-1889_02_pt2,106,Rainfall,1880s,England,Sussex,-,HASTINGS (INFIRMARY),10,1880,[..##......],24,0,20,1882/01,1883/12,2,0,29.4,,HASTINGS-INFIRMARY,TQ 790088,50.851,0.542,,,,
TYRain_1880-1889_02_pt2,107,Rainfall,1880s,England,Sussex,-,HASTINGS,10,1880,[......#...] Dup,12,0,10,1886/01,1886/12,1,0,32.4,Duplication,HASTINGS-INFIRMARY,TQ 790088,50.851,0.542,,,,Note-in-red-says-this-is-ST-Leonards-NOT-Hastings
TYRain_1880-1889_02_pt2,110,Rainfall,1880s,England,Sussex,-,HASTINGS BEAUCHAMP HOLLINGTON,10,1880,[.......###],35,0,29.2,1887/01,1889/12,2,0,29.1,,HASTINGS-HOLLINGTON-BEAUCHAMPS,TQ 789120,50.880,0.542,,,Christian,
TYRain_1880-1889_02_pt2,111,Rainfall,1880s,England,Sussex,-,BROOKWOOD HASTINGS,10,1880,[#.........],12,0,10,1880/01,1880/12,1,0,35.6,,HASTINGS-HOLLINGTON-BROOKWOOD,TQ 795121,50.881,0.550,240,,Rock,
TYRain_1880-1889_02_pt2,123,Rainfall,1880s,England,Sussex,-,MAYFIELD WOODLEIGH,10,1880,[..##......],24,0,20,1882/01,1883/12,2,0,33.4,,MAYFIELD-WOODLEIGH,TQ 568281,51.031,0.235,,,,
TYRain_1880-1889_03_pt1,15,Rainfall,1880s,England,Isle of Wight,-,RYDE ST HELENS,10,1880,[..#.......],12,0,10,1882/01,1882/12,1,0,25.8,,RYDE-ST-HELENS,,,,,,Freeman,
TYRain_1880-1889_03_pt1,22,Rainfall,1880s,England,Hampshire,-,BOURNEMOUTH QUEEN ANNE GARDENS,10,1880,[........##],24,0,20,1888/01,1889/12,2,0,29.1,,BOURNEMOUTH-QUEEN-ANNE-GARDENS,,,,150,,W Searle,Ends 1889
TYRain_1880-1889_03_pt1,77,Rainfall,1880s,England,Hampshire,-,WINCHESTER CHERNOCKE PLACE,10,1880,[......##..],23,0,19.2,1886/01,1887/12,2,0,31.7,,WINCHESTER-CHERNOCKE-PLACE,,,,,,,
TYRain_1880-1889_03_pt1,78,Rainfall,1880s,England,Hampshire,-,WINCHESTER THE GUILDHALL,10,1880,[.........#],11,0,9.2,1889/02,1889/12,0,0,,,WINCHESTER-THE-GUILDHALL,SU 484293,51.061,-1.311,128,,Piper,assume ends 1889
TYRain_1880-1889_03_pt1,86,Rainfall,1880s,England,Hampshire,-,ALTON BLACKMOOR HOUSE,10,1880,[T.........],0,0,0,,,1,0,34.3,,ALTON-BLACKMOOR-HOUSE,,,,,,,
TYRain_1880-1889_03_pt1,92,Rainfall,1880s,England,Hampshire,-,Whitchurch North Litchfield,10,1880,[.##.####..],72,0,60,1881/01,1887/12,6,0,29.8,,WHITCHURCH-NORTH-LITCHFIELD,SU 462537,51.281,-1.339,,,T W Styring,Unknown but probably Litchfield Farm
TYRain_1880-1889_03_pt2,6,Rainfall,1880s,England,Berkshire,-,WINDSOR BEAUMONT,10,1880,[..1#......],13,0,10.8,1882/12,1883/12,1,0,22.9,,WINDSOR-BEAUMONT,,,,,,,
TYRain_1880-1889_03_pt2,8,Rainfall,1880s,England,Berkshire,-,OLD WINDSOR THE HAM,10,1880,[......####],48,0,40,1886/01,1889/12,4,0,22.5,,OLD-WINDSOR-THE-HAM,SU 994753,51.468,-0.570,50,,,"NGR is the sewage Works on Ham Island. The observer, C Sainty, worked for a water works company. Altitude from OS map"
TYRain_1880-1889_03_pt2,13,Rainfall,1880s,England,Berkshire,-,SPRINGLANDS [HENLEY ON THAMES],10,1880,[..#3......],15,0,12.5,1882/01,1883/03,1,0,30.6,,SPRINGLANDS-HENLEY-ON-THAMES,,,,,,,
TYRain_1880-1889_03_pt2,24,Rainfall,1880s,England,Berkshire,-,READING FERNVILLE TILEHURST,10,1880,[.........2],2,0,1.7,1889/11,1889/12,0,0,,,READING-FERNVILLE-TILEHURST,,,,,,,
TYRain_1880-1889_03_pt2,27,Rainfall,1880s,England,Berkshire,-,HUNGERFORD POUGHLEY,10,1880,[....##....],24,0,20,1884/01,1885/12,2,0,23.9,,HUNGERFORD-POUGHLEY,,,,,,,
TYRain_1880-1889_03_pt2,32,Rainfall,1880s,England,Berkshire,-,PURLEY READING,10,1880,[#.........],12,0,10,1880/01,1880/12,1,0,32.0,,READING-PURLEY,SU 660763,51.482,-1.051,198,,,"NGR is Purley Lodge where the observer, Hon R Boyle, lived. Stated altitude appears to be 50 ft too high or the gauge is 150m SW to match stated altitude"
TYRain_1880-1889_03_pt2,37,Rainfall,1880s,England,Berkshire,-,Wantage East Hendred,10,1880,[....288...],18,0,15,1884/11,1886/08,0,0,,,WANTAGE-EAST-HENDRED,,,,,,,
TYRain_1880-1889_03_pt3,6,Rainfall,1880s,England,Hertfordshire,-,GREAT BERKHAMPSTEAD SUNNYSIDE HERTS,10,1880,[...#......],12,0,10,1883/01,1883/12,1,0,28.2,,BERKHAMPSTED-SUNNYSIDE,TL 000077,51.759,-0.552,430,,Read,
TYRain_1880-1889_03_pt3,9,Rainfall,1880s,England,Hertfordshire,-,Gt Berkhampstead Lower Mill,10,1880,[....#5....],17,0,14.2,1884/01,1885/05,1,0,25.1,,BERKHAMPSTED-LOWER-MILL,TL 001074,51.756,-0.551,,,,
TYRain_1880-1889_03_pt3,13,Rainfall,1880s,England,Hertfordshire,-,BALDOCK TOGGS CLOTHALL,10,1880,[.....###..],36,0,30,1885/01,1887/12,3,0,24.0,,BALDOCK-TOGGS-CLOTHALL,TL 247341,51.991,-0.185,422,,Latham,
TYRain_1880-1889_03_pt3,16,Rainfall,1880s,England,Hertfordshire,-,STEVENAGE ORCHARD COURT,10,1880,[....###...],36,0,30,1884/01,1886/12,3,0,26.8,,STEVENAGE-ORCHARD-COURT,TL 231327,51.979,-0.209,,,,
TYRain_1880-1889_03_pt3,19,Rainfall,1880s,England,Hertfordshire,-,Bishops Stortford Non Conformist Gram: Sch:,10,1880,[........3.],3,0,2.5,1888/10,1888/12,0,0,,,BISHOPS-STORTFORD-NON-CONFORMIST-GRAMMAR-SCHOOL,TL 481213,51.871,0.150,,,,
TYRain_1880-1889_03_pt3,26,Rainfall,1880s,England,Hertfordshire,-,WARE,10,1880,[.....5....],5,0,4.2,1885/01,1885/05,0,0,,,WARE,TL 360138,51.806,-0.029,,,,
TYRain_1880-1889_03_pt3,39,Rainfall,1880s,England,Hertfordshire,-,Panshanger Hertford,10,1880,[.........#],12,0,10,1889/01,1889/12,1,0,29.3,,HERTFORD-PANSHANGER,TL 289131,51.802,-0.132,,,Ruffett,
TYRain_1880-1889_03_pt3,45,Rainfall,1880s,England,Hertfordshire,-,Watford Kytes,10,1880,[.........8],8,0,6.7,1889/05,1889/12,0,0,,,WATFORD-KYTES,TL 119008,51.695,-0.382,,,,
TYRain_1880-1889_03_pt3,53,Rainfall,1880s,England,Hertfordshire,-,RICKMANSWORTH,10,1880,[3.32534...],20,2,16.7,1880/07,1886/09,5,0,28.1,,RICKMANSWORTH,TQ 058947,51.641,-0.472,,,Butler,
TYRain_1880-1889_03_pt3,54,Rainfall,1880s,England,Hertfordshire,-,Bushey Heath The Laurels,10,1880,[.##......#],36,0,30,1881/01,1889/12,3,0,30.9,,BUSHEY-HEATH-THE-LAURELS,TQ 153939,51.632,-0.335,480,,Scott,
TYRain_1880-1889_03_pt4,1,Rainfall,1880s,England,Buckinghamshire,-,Brill,10,1880,[....#.....],12,0,10,1884/01,1884/12,1,0,19.7,,BRILL-WATERLOO-HOUSE,SP 654137,51.818,-1.053,,,,
TYRain_1880-1889_03_pt4,14,Rainfall,1880s,England,Buckinghamshire,-,HIGH WYCOMBE (observer LATHAM),10,1880,[......#...],12,0,10,1886/01,1886/12,1,0,33.7,,HIGH-WYCOMBE-OBSERVER-LATHAM,SU 863931,51.630,-0.755,,,Latham,GR on Town Centre - needs more research
TYRain_1880-1889_03_pt5,12,Rainfall,1880s,England,Oxfordshire,-,Chacombe House (Banbury),10,1880,[.....5###.],41,0,34.2,1885/08,1888/12,3,0,27.0,,BANBURY-CHALCOMBE-HOUSE,SP 490434,52.087,-1.286,470,,Norris,
TYRain_1880-1889_03_pt5,43,Rainfall,1880s,England,Oxfordshire,-,Henley on Thames Nettlebed,10,1880,[..##......],24,0,20,1882/01,1883/12,2,0,28.5,,NETTLEBED-JOYCE-GROVE-EXTRA-SHEET,SU 701856,51.565,-0.990,,,,
TYRain_1880-1889_04_pt1,20,Rainfall,1880s,England,Northamptonshire,-,NORTHAMPTON PRESTON DEANERY,10,1880,[......####],48,0,40,1886/01,1889/12,4,0,22.4,,NORTHAMPTON-PRESTON-DEANERY,SP 787556,52.193,-0.850,,,Markham,
TYRain_1880-1889_04_pt1,26,Rainfall,1880s,England,Northamptonshire,-,NORTHAMPTON AGNES ROAD,10,1880,[......###.],36,0,30,1886/01,1888/12,3,0,23.1,,NORTHAMPTON-AGNES-ROAD,SP 752619,52.250,-0.900,245,,Law,
TYRain_1880-1889_04_pt1,35,Rainfall,1880s,England,Northamptonshire,-,KETTERING CHURCH,10,1880,[....1.....],1,0,0.8,1884/09,1884/09,0,0,,,KETTERING-CHURCH,SP 867784,52.397,-0.727,,,,
TYRain_1880-1889_04_pt1,37,Rainfall,1880s,England,Northamptonshire,-,OUNDLE TALBOT HOTEL,10,1880,[......##..] Dup,24,0,20,1886/01,1887/12,2,0,22.2,Duplication,OUNDLE-TALBOT-HOTEL,TL 040881,52.481,-0.470,115,,Latham,
TYRain_1880-1889_04_pt1,38,Rainfall,1880s,England,Northamptonshire,-,OUNDLE QUEEN ANNE'S PLACE,10,1880,[......#...] Dup,12,0,10,1886/01,1886/12,1,0,30.0,Duplication,OUNDLE-QUEEN-ANNES-PLACE,TL 037881,52.481,-0.474,112,,Stewart,
TYRain_1880-1889_04_pt1,41,Rainfall,1880s,England,Northamptonshire,-,BRAMSTON HOUSE OUNDLE,10,1880,[###.......],36,0,30,1880/01,1882/12,3,0,30.3,,OUNDLE-BRAMSTON-HOUSE,TL 042880,52.480,-0.467,110,,Clarke,
TYRain_1880-1889_04_pt1,45,Rainfall,1880s,England,Northamptonshire,-,COURTEENHALL RECTORY,10,1880,[......#9..],21,0,17.5,1886/01,1887/09,1,0,34.4,,COURTEENHALL-RECTORY,SP 764528,52.168,-0.884,,,,
TYRain_1880-1889_04_pt1,49,Rainfall,1880s,England,Northamptonshire,-,HOLDENBY HOUSE,10,1880,[..3##.....],27,0,22.5,1882/10,1884/12,2,0,27.0,,HOLDENBY-HOUSE,SP 694677,52.303,-0.984,437,,Gregory,
TYRain_1880-1889_04_pt1,50,Rainfall,1880s,England,Northamptonshire,-,BRIXWORTH,10,1880,[..9.##9...],42,1,35,1882/01,1886/11,2,0,23.3,,BRIXWORTH,SP 746712,52.334,-0.907,400,,Halford,
TYRain_1880-1889_04_pt1,51,Rainfall,1880s,England,Northamptonshire,-,THRAPSTONE TWYWELL,10,1880,[...#78....],27,0,22.5,1883/01,1885/09,1,0,31.1,,THRAPSTONE-TWYWELL,SP 951781,52.393,-0.604,,,,
TYRain_1880-1889_04_pt1,52,Rainfall,1880s,England,Northamptonshire,-,THRAPSTONE WOODFORD,10,1880,[.........#],12,0,10,1889/01,1889/12,1,0,22.7,,THRAPSTONE-WOODFORD,SP 969766,52.379,-0.578,,,,
TYRain_1880-1889_04_pt2,3,Rainfall,1880s,England,Bedfordshire,-,Luton,10,1880,[.6........],6,0,5,1881/07,1881/12,0,0,,,LUTON,TL 089208,51.875,-0.419,,,Leete,
TYRain_1880-1889_04_pt2,12,Rainfall,1880s,England,Bedfordshire,-,AMPTHILL MILLBROOK,10,1880,[..#.......],12,0,10,1882/01,1882/12,1,0,31.3,,AMPTHILL-MILLBROOK,TL 012384,52.035,-0.526,,,Gillum,
TYRain_1880-1889_04_pt2,15,Rainfall,1880s,England,Bedfordshire,-,Ampthill Haynes Vicarage,10,1880,[....###...],36,0,30,1884/01,1886/12,3,0,23.2,,AMPTHILL-HAYNES-VICARAGE,TL 081410,52.057,-0.425,,,,
TYRain_1880-1889_04_pt2,28,Rainfall,1880s,England,Bedfordshire,-,BEDFORD AMPTHILL STREET,10,1880,[..26......],8,0,6.7,1882/11,1883/07,0,0,,,BEDFORD-AMPTHILL-STREET,TL 050490,52.129,-0.467,,,,
TYRain_1880-1889_04_pt2,33,Rainfall,1880s,England,Bedfordshire,-,PODINGTON,10,1880,[......#.##],36,0,30,1886/01,1889/12,3,0,25.8,,PODINGTON,SP 942626,52.254,-0.621,,,,
TYRain_1880-1889_04_pt3,4,Rainfall,1880s,England,Huntingdonshire,-,St. Neots,10,1880,[...#......],11,0,9.2,1883/02,1883/12,0,0,,,ST-NEOTS,TL 184604,52.229,-0.268,47,,Clifton,
TYRain_1880-1889_04_pt3,9,Rainfall,1880s,England,Huntingdonshire,-,NONE,10,1880,[....#.....],12,0,10,1884/01,1884/12,1,0,16.2,,SOMERSHAM,TL 356780,52.383,-0.009,,,Fryer,
TYRain_1880-1889_04_pt4,7,Rainfall,1880s,England,Cambridgeshire,-,Ely Littleport Audley House,10,1880,[5#........],17,0,14.2,1880/08,1881/12,1,0,26.0,,LITTLEPORT-AUDLEY-HOUSE,TL 566868,52.457,0.303,,,Luddington,
TYRain_1880-1889_04_pt4,37,Rainfall,1880s,England,Cambridgeshire,-,BEACONSFIELD VILLA CAMBRIDGE,10,1880,[...#7.....],19,0,15.8,1883/01,1884/07,1,0,25.4,,CAMBRIDGE-BEACONSFIELD-VILLA,TL 462578,52.199,0.138,40,,Lax,
TYRain_1880-1889_04_pt5,2,Rainfall,1880s,England,Norfolk,-,DISS (THELVETON),10,1880,[...###....],36,0,30,1883/01,1885/12,3,0,22.8,,DISS-THELVETON,TM 155808,52.383,1.165,,,Mann,Estimated NGR
TYRain_1880-1889_04_pt5,19,Rainfall,1880s,England,Norfolk,-,GREAT YARMOUTH SOUTH QUAY,10,1880,[.......###],36,0,30,1887/01,1889/12,3,0,25.6,,YARMOUTH-SOUTH-QUAY,TG 524070,52.602,1.726,,,Steward,
TYRain_1880-1889_04_pt5,51,Rainfall,1880s,England,Norfolk,-,BEIGHTON,10,1880,[9##4......],34,0,28.3,1880/04,1883/05,0,0,,,BEIGHTON,TG 385081,52.618,1.522,,,DuPort,
TYRain_1880-1889_04_pt5,57,Rainfall,1880s,England,Norfolk,-,YARMOUTH ROLLESBY,10,1880,[..#9..#...],32,0,26.7,1882/01,1886/11,1,0,30.2,,YARMOUTH-ROLLESBY,TG 452162,52.688,1.627,,,Sarel,
TYRain_1880-1889_04_pt5,69,Rainfall,1880s,England,Norfolk,-,Fakenham (Fulmodeston),10,1880,[...####8..],56,0,46.7,1883/01,1887/08,4,0,28.9,,FAKENHAM-FULMODESTON,TF 992308,52.838,0.956,,,DuPort,
TYRain_1880-1889_04_pt5,71,Rainfall,1880s,England,Norfolk,-,WALSINGHAM HOUGHTON,10,1880,[.58.......],13,0,10.8,1881/08,1882/08,0,0,,,WALSINGHAM-HOUGHTON,TF 923353,52.881,0.856,,,Philpott,
TYRain_1880-1889_04_pt5,88,Rainfall,1880s,England,Norfolk,-,DOWNHAM WIMBOTSHAM,10,1880,[........4#],16,0,13.3,1888/09,1889/12,1,0,23.5,,WIMBOTSHAM,TF 623049,52.618,0.396,,,Durrant,
TYRain_1880-1889_04_pt6,7,Rainfall,1880s,England,Essex,-,BIRCHANGER [BPS STORTFORD],10,1880,[........4#],16,0,13.3,1888/09,1889/12,1,0,23.9,,BIRCHANGER,TL 507227,51.883,0.188,,,F Rowden,
TYRain_1880-1889_04_pt6,18,Rainfall,1880s,England,Essex,-,BUCKHURST HILL THE ELMS,10,1880,[.###4.....],40,0,33.3,1881/01,1884/04,3,0,25.1,,BUCKHURST-HILL-THE-ELMS,TQ 406936,51.624,0.030,,,FW Cory,
TYRain_1880-1889_04_pt6,26,Rainfall,1880s,England,Essex,-,Billericay (Belhouse),10,1880,[...###2...],38,0,31.7,1883/01,1886/02,3,0,25.7,,BILLERICAY-BELHOUSE,TQ 717943,51.621,0.479,,,WA Torke,
TYRain_1880-1889_04_pt6,31,Rainfall,1880s,England,Essex,-,INGATESTONE COPTFOLD HALL,10,1880,[......9###],45,0,37.5,1886/04,1889/12,3,0,23.8,,INGATESTONE-COPTFOLD-HALL,TL 659029,51.700,0.399,,,LJ Petre,Ends 1890 - 6 months of 1890 as notes on this TYR
TYRain_1880-1889_04_pt6,44,Rainfall,1880s,England,Essex,-,BRAINTREE CAMOYS,10,1880,[........7.],7,0,5.8,1888/06,1888/12,0,0,,,BRAINTREE-CAMOYS,TL 749230,51.878,0.540,,,HJ Cunnington,
TYRain_1880-1889_04_pt6,49,Rainfall,1880s,England,Essex,-,CLACTON-ON-SEA (THE LAURELS),10,1880,[...##.....],24,0,20,1883/01,1884/12,2,0,18.6,,CLACTON-ON-SEA-THE-LAURELS,TM 173155,51.796,1.150,,,W Maine,GR by Elev.
TYRain_1880-1889_04_pt6,52,Rainfall,1880s,England,Essex,-,COLCHESTER BEVERLEY ROAD,10,1880,[.....##...],24,0,20,1885/01,1886/12,2,0,24.3,,COLCHESTER-BEVERLEY-ROAD,TL 986247,51.885,0.884,,,WG Benham,
TYRain_1880-1889_04_pt6,57,Rainfall,1880s,England,Essex,-,HALSTEAD GOSFIELD HALL (THE GARDENS),10,1880,[....#.....],12,0,10,1884/01,1884/12,1,0,14.8,,HALSTEAD-GOSFIELD-HALL-THE-GARDENS,TL 775297,51.938,0.581,,,none,
